frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
2955, 98.4667, 0.97508, 1, 0.000691154, 0.146748, -0.989174, -0.210043, 0.150116, -0.966099, -0.0597379, 0.406374, -0.911752, -0.267062, 0.417162, -0.868708
2956, 98.5, 0.975221, 1, -0.0100783, 0.156963, -0.987553, -0.203998, 0.146819, -0.967899, -0.0704219, 0.416999, -0.906175, -0.262459, 0.414468, -0.871396
2957, 98.5333, 0.974633, 1, -0.0143038, 0.147955, -0.988891, -0.19159, 0.155678, -0.96905, -0.0748924, 0.406549, -0.910554, -0.248849, 0.420186, -0.87265
2958, 98.5667, 0.974707, 1, -0.00852985, 0.145397, -0.989337, -0.217975, 0.150762, -0.964239, -0.0692547, 0.404327, -0.911989, -0.274966, 0.416453, -0.86658
2959, 98.6, 0.975094, 1, 0.000521319, 0.136892, -0.990586, -0.231402, 0.153513, -0.96067, -0.0587888, 0.397708, -0.915627, -0.285606, 0.420784, -0.861028
2960, 98.6333, 0.974888, 1, -0.00846486, 0.135025, -0.990806, -0.208952, 0.157631, -0.965138, -0.067586, 0.399382, -0.91429, -0.262979, 0.4271, -0.865117
2961, 98.6667, 0.973117, 1, -0.0304943, 0.158255, -0.986927, -0.270528, 0.154326, -0.950262, -0.0895968, 0.423843, -0.901293, -0.325599, 0.426058, -0.844073
2962, 98.7, 0.972518, 1, -0.0653883, 0.149683, -0.986569, -0.32297, 0.15066, -0.93434, -0.125306, 0.421507, -0.898126, -0.376847, 0.426739, -0.822119
2963, 98.7333, 0.973078, 1, -0.100549, 0.133788, -0.985896, -0.354874, 0.136031, -0.924965, -0.161972, 0.405548, -0.899608, -0.409261, 0.410922, -0.814646
2964, 98.7667, 0.974916, 1, -0.112956, 0.126448, -0.985521, -0.349122, 0.127304, -0.92839, -0.175287, 0.395819, -0.901444, -0.404873, 0.400447, -0.822022
2965, 98.8, 0.974576, 1, -0.117546, 0.101728, -0.987843, -0.354674, 0.112336, -0.928217, -0.181838, 0.366574, -0.912446, -0.411165, 0.380888, -0.828171
2966, 98.8333, 0.975245, 1, -0.119891, 0.105274, -0.98719, -0.344589, 0.143377, -0.92774, -0.184728, 0.363959, -0.912912, -0.398752, 0.404183, -0.823184
2967, 98.8667, 0.976734, 1, -0.11446, 0.117996, -0.986395, -0.343362, 0.142173, -0.92838, -0.178307, 0.377827, -0.908544, -0.398121, 0.40491, -0.823133
2968, 98.9, 0.975493, 1, -0.125445, 0.0919702, -0.987828, -0.34477, 0.132081, -0.929348, -0.194164, 0.351627, -0.915783, -0.402581, 0.393309, -0.826581
2969, 98.9333, 0.975877, 1, -0.113347, 0.0970509, -0.988804, -0.350522, 0.141818, -0.925755, -0.179826, 0.354519, -0.917594, -0.405272, 0.401116, -0.821499
2970, 98.9667, 0.979027, 1, -0.105559, 0.112858, -0.987988, -0.349838, 0.157406, -0.923491, -0.169382, 0.364606, -0.915627, -0.40195, 0.411481, -0.817997
2971, 99, 0.981298, 1, -0.116176, 0.108968, -0.987233, -0.330622, 0.139275, -0.93343, -0.179324, 0.365085, -0.91354, -0.384601, 0.398496, -0.832636
2972, 99.0333, 0.983297, 1, -0.0648315, 0.167092, -0.983808, -0.324123, 0.082688, -0.942394, -0.124794, 0.406947, -0.904887, -0.387058, 0.334896, -0.859087
2973, 99.0667, 0.984168, 1, -0.0529331, 0.167963, -0.984371, -0.285088, 0.144572, -0.947536, -0.104806, 0.43869, -0.892506, -0.335047, 0.422056, -0.842385
2974, 99.1, 0.983182, 1, -0.0775193, 0.170507, -0.982302, -0.281761, 0.122438, -0.95164, -0.118049, 0.435713, -0.892311, -0.323693, 0.395801, -0.859398
2975, 99.1333, 0.982031, 1, -0.054426, 0.180898, -0.981995, -0.272176, 0.135651, -0.952638, -0.09473, 0.443956, -0.891027, -0.313544, 0.407395, -0.857741
2976, 99.1667, 0.981949, 1, -0.0580886, 0.165178, -0.984552, -0.287653, 0.144252, -0.946809, -0.098477, 0.433862, -0.895581, -0.326508, 0.419394, -0.847054
2977, 99.2, 0.977743, 1, -0.0597545, 0.168173, -0.983945, -0.302597, 0.160589, -0.939493, -0.103212, 0.473542, -0.874703, -0.342686, 0.468223, -0.814453
2978, 99.2333, 0.979436, 1, -0.0786362, 0.127526, -0.988713, -0.271429, 0.161311, -0.948844, -0.121653, 0.450678, -0.884359, -0.308337, 0.481579, -0.820372
2979, 99.2667, 0.976645, 1, 0.0932806, 0.297869, -0.950038, -0.247922, 0.380595, -0.890889, 0.0660985, 0.590552, -0.804288, -0.26298, 0.670112, -0.694112
2980, 99.3, 0.975413, 1, 0.0542952, 0.309143, -0.949464, -0.331345, 0.405301, -0.852022, 0.0263398, 0.597569, -0.801385, -0.344816, 0.678134, -0.649028
2981, 99.3333, 0.974471, 1, 0.0847717, 0.306984, -0.947932, -0.293219, 0.389923, -0.872916, 0.0771423, 0.586116, -0.806546, -0.292339, 0.660815, -0.691275
2982, 99.3667, 0.977472, 1, 0.0516987, 0.343458, -0.937744, -0.284553, 0.380635, -0.879856, 0.073939, 0.597731, -0.79828, -0.26062, 0.632049, -0.729788
2983, 99.4, 0.980263, 1, 0.0384475, 0.274993, -0.960677, -0.276913, 0.302419, -0.912065, 0.0869964, 0.524269, -0.847097, -0.229314, 0.54923, -0.803593
2984, 99.4333, 0.984786, 1, -0.0218571, 0.206058, -0.978296, -0.303149, 0.206094, -0.93039, 0.0515033, 0.43971, -0.896662, -0.232555, 0.434478, -0.870142
2985, 99.4667, 0.985136, 1, -0.0681991, 0.197093, -0.97801, -0.32869, 0.179639, -0.927196, 0.0260344, 0.409642, -0.911875, -0.237956, 0.383869, -0.8922
2986, 99.5, 0.985616, 1, 0.00222673, 0.206804, -0.97838, -0.324154, 0.161698, -0.932083, 0.111468, 0.408609, -0.905877, -0.216619, 0.353433, -0.910034
2987, 99.5333, 0.98574, 1, -0.0361532, 0.195282, -0.980081, -0.304431, 0.148385, -0.940906, 0.089696, 0.392964, -0.915169, -0.17894, 0.334321, -0.925316
2988, 99.5667, 0.985489, 1, -0.0746645, 0.204142, -0.97609, -0.298951, 0.162558, -0.940321, 0.0587602, 0.410137, -0.910129, -0.165325, 0.355349, -0.919997
2989, 99.6, 0.986547, 1, -0.054085, 0.20855, -0.976515, -0.256048, 0.19306, -0.947189, 0.087192, 0.403816, -0.910676, -0.11513, 0.374389, -0.920097
2990, 99.6333, 0.987487, 1, -0.00506362, 0.212894, -0.977062, -0.243225, 0.168313, -0.955255, 0.126005, 0.412491, -0.902205, -0.108649, 0.354097, -0.928876
2991, 99.6667, 0.986736, 1, -0.0338115, 0.205315, -0.978112, -0.253286, 0.160325, -0.954014, 0.0994347, 0.403402, -0.909604, -0.116592, 0.343342, -0.931946
2992, 99.7, 0.985162, 1, -0.0532655, 0.200175, -0.978311, -0.242317, 0.173875, -0.954489, 0.0732188, 0.406849, -0.910556, -0.114075, 0.365118, -0.923946
2993, 99.7333, 0.983643, 1, -0.052747, 0.214193, -0.975366, -0.23997, 0.169731, -0.955827, 0.0921827, 0.442216, -0.892159, -0.0892766, 0.381364, -0.920104
2994, 99.7667, 0.981422, 1, -0.0798436, 0.208983, -0.974654, -0.245099, 0.179029, -0.952825, 0.0731134, 0.453896, -0.88805, -0.0883414, 0.407255, -0.909032
2995, 99.8, 0.98215, 1, -0.0781983, 0.188041, -0.979043, -0.253945, 0.170804, -0.952018, 0.0601716, 0.444027, -0.893991, -0.114351, 0.407774, -0.905894
2996, 99.8333, 0.980941, 1, -0.0818699, 0.193884, -0.977602, -0.260285, 0.160007, -0.952181, 0.0750735, 0.451656, -0.889028, -0.0989147, 0.39843, -0.911849
2997, 99.8667, 0.982777, 1, -0.0714299, 0.185741, -0.979999, -0.271035, 0.14338, -0.951831, 0.0677783, 0.453276, -0.888789, -0.126985, 0.390316, -0.911882
2998, 99.9, 0.979719, 1, -0.0763426, 0.194423, -0.977943, -0.265581, 0.145909, -0.952983, 0.0814718, 0.458861, -0.884765, -0.100639, 0.39031, -0.915167
2999, 99.9333, 0.983749, 1, -0.0791132, 0.178401, -0.980772, -0.271507, 0.151519, -0.950435, 0.0590641, 0.455819, -0.88811, -0.130817, 0.407292, -0.903881
3000, 99.9667, 0.979573, 1, -0.0936566, 0.185776, -0.978118, -0.264483, 0.14772, -0.95301, 0.0575349, 0.449548, -0.891402, -0.108066, 0.391758, -0.9137
3001, 100, 0.983794, 1, -0.102178, 0.17654, -0.978976, -0.268056, 0.155575, -0.950759, 0.0311557, 0.448764, -0.893107, -0.133085, 0.407868, -0.90329
3002, 100.033, 0.983427, 1, -0.0910347, 0.179522, -0.979533, -0.260597, 0.156211, -0.952726, 0.0535171, 0.421966, -0.905031, -0.113307, 0.377406, -0.91909
3003, 100.067, 0.984302, 1, -0.0488198, 0.171793, -0.983923, -0.246082, 0.161195, -0.955751, 0.084068, 0.390364, -0.916814, -0.112563, 0.357932, -0.926938
3004, 100.1, 0.984807, 1, -0.0332859, 0.179354, -0.983221, -0.250616, 0.154517, -0.955676, 0.089749, 0.401233, -0.911568, -0.125058, 0.353983, -0.926853
3005, 100.133, 0.985009, 1, -0.0312019, 0.179543, -0.983255, -0.250604, 0.154817, -0.95563, 0.0916993, 0.40093, -0.911508, -0.12516, 0.35356, -0.927001
3006, 100.167, 0.982591, 1, -0.0579877, 0.175, -0.982859, -0.258448, 0.161509, -0.952428, 0.0664515, 0.411255, -0.909095, -0.133062, 0.373727, -0.917945
3007, 100.2, 0.981261, 1, -0.0664202, 0.17246, -0.982775, -0.261938, 0.16101, -0.951559, 0.0465312, 0.416116, -0.90812, -0.148155, 0.378698, -0.913585
3008, 100.233, 0.980951, 1, -0.082045, 0.169404, -0.982126, -0.257803, 0.166623, -0.951722, 0.0302123, 0.411378, -0.910964, -0.14608, 0.384111, -0.911657
3009, 100.267, 0.981008, 1, -0.0719487, 0.179406, -0.981141, -0.266447, 0.16513, -0.949599, 0.035065, 0.411507, -0.910732, -0.158207, 0.370826, -0.915128
3010, 100.3, 0.981051, 1, -0.0768173, 0.179404, -0.980772, -0.265983, 0.164857, -0.949777, 0.0311873, 0.411375, -0.910933, -0.156741, 0.371125, -0.915259
3011, 100.333, 0.976528, 1, -0.0708043, 0.178271, -0.981431, -0.278935, 0.165537, -0.945935, 0.0302982, 0.413262, -0.910108, -0.177006, 0.371266, -0.911499
3012, 100.367, 0.977552, 1, -0.0861141, 0.167257, -0.982145, -0.26045, 0.149826, -0.953791, 0.0129882, 0.417736, -0.908476, -0.159462, 0.375988, -0.912801
3013, 100.4, 0.977393, 1, -0.107283, 0.16021, -0.981236, -0.261084, 0.167464, -0.950679, -0.00898897, 0.409869, -0.9121, -0.164869, 0.39292, -0.904672
3014, 100.433, 0.979268, 1, -0.0858514, 0.171148, -0.981498, -0.270524, 0.14263, -0.952089, 0.0126755, 0.422109, -0.906456, -0.168572, 0.368525, -0.914206
3015, 100.467, 0.978465, 1, -0.0734706, 0.164034, -0.983715, -0.280982, 0.135515, -0.950097, 0.0233098, 0.411953, -0.910907, -0.180931, 0.354939, -0.917215
3016, 100.5, 0.97862, 1, -0.0652176, 0.175282, -0.982356, -0.284841, 0.133613, -0.949217, 0.0326507, 0.41808, -0.907823, -0.18174, 0.347646, -0.919844
3017, 100.533, 0.981619, 1, -0.0621916, 0.159187, -0.985288, -0.285279, 0.13092, -0.949461, 0.0392726, 0.397011, -0.916973, -0.180691, 0.338491, -0.923458
3018, 100.567, 0.982541, 1, -0.0402595, 0.174532, -0.983828, -0.299481, 0.147144, -0.942687, 0.0576961, 0.414386, -0.90827, -0.198491, 0.351436, -0.914928
3019, 100.6, 0.982257, 1, -0.0561576, 0.168711, -0.984064, -0.276153, 0.121503, -0.953403, 0.0411594, 0.4087, -0.91174, -0.172554, 0.333435, -0.926848
3020, 100.633, 0.980645, 1, -0.0506105, 0.175867, -0.983112, -0.28243, 0.145195, -0.948236, 0.0444091, 0.414172, -0.909114, -0.183696, 0.352577, -0.917576
3021, 100.667, 0.982069, 1, -0.067445, 0.178376, -0.981648, -0.295207, 0.124923, -0.947231, 0.0253527, 0.414317, -0.90978, -0.195655, 0.331266, -0.923029
3022, 100.7, 0.983488, 1, -0.073717, 0.164608, -0.9836, -0.293894, 0.129697, -0.946998, 0.0167869, 0.398607, -0.916968, -0.199639, 0.333964, -0.921202
3023, 100.733, 0.983336, 1, -0.0488826, 0.168716, -0.984452, -0.283716, 0.14064, -0.948539, 0.0388702, 0.402203, -0.914725, -0.192882, 0.343083, -0.919288
3024, 100.767, 0.981908, 1, -0.0492506, 0.175122, -0.983314, -0.294694, 0.138852, -0.94545, 0.0364122, 0.411981, -0.910465, -0.205033, 0.343711, -0.916419
3025, 100.8, 0.981961, 1, -0.051272, 0.18864, -0.980707, -0.286465, 0.136939, -0.948254, 0.032936, 0.428761, -0.902817, -0.195842, 0.34809, -0.916777
3026, 100.833, 0.983639, 1, -0.0243972, 0.174698, -0.98432, -0.2896, 0.135932, -0.947446, 0.0631704, 0.41203, -0.908978, -0.197541, 0.340488, -0.919264
3027, 100.867, 0.979386, 1, -0.0505449, 0.159782, -0.985858, -0.301951, 0.135831, -0.943597, 0.0408998, 0.387734, -0.920863, -0.208694, 0.330572, -0.920418
3028, 100.9, 0.977133, 1, -0.0409971, 0.184802, -0.98192, -0.288751, 0.134183, -0.947955, 0.0463091, 0.395088, -0.917475, -0.195524, 0.314562, -0.928882
3029, 100.933, 0.973313, 1, -0.0578286, 0.178287, -0.982278, -0.278031, 0.136006, -0.950895, 0.0290895, 0.385612, -0.922202, -0.186297, 0.316284, -0.930192
3030, 100.967, 0.9752, 1, -0.0334126, 0.18411, -0.982338, -0.270511, 0.138191, -0.952747, 0.0487406, 0.393117, -0.918196, -0.182796, 0.319263, -0.929869
3031, 101, 0.979747, 1, -0.0588767, 0.172989, -0.983162, -0.278066, 0.147748, -0.949131, 0.0229081, 0.381059, -0.924267, -0.194093, 0.328621, -0.924303
3032, 101.033, 0.981098, 1, -0.0460828, 0.183122, -0.982009, -0.30092, 0.138806, -0.943494, 0.0309927, 0.397903, -0.916904, -0.219497, 0.32287, -0.920639
3033, 101.067, 0.981393, 1, -0.0410129, 0.175359, -0.98365, -0.286273, 0.132254, -0.948977, 0.0330278, 0.407406, -0.91265, -0.207876, 0.335704, -0.918744
3034, 101.1, 0.98164, 1, -0.0419538, 0.177468, -0.983232, -0.288611, 0.135331, -0.947834, 0.0307221, 0.415641, -0.90901, -0.211795, 0.344765, -0.914484
3035, 101.133, 0.983932, 1, -0.0251731, 0.151326, -0.988163, -0.307152, 0.135375, -0.941983, 0.038399, 0.387273, -0.921165, -0.242862, 0.335595, -0.910162
3036, 101.167, 0.983536, 1, -0.0257186, 0.158614, -0.987006, -0.309113, 0.138784, -0.940844, 0.0363686, 0.397997, -0.916665, -0.245835, 0.342307, -0.906858
3037, 101.2, 0.983432, 1, -0.0539292, 0.17119, -0.983761, -0.302056, 0.13458, -0.943743, -0.00215542, 0.405048, -0.914293, -0.246886, 0.337362, -0.908424
3038, 101.233, 0.984741, 1, -0.0366891, 0.167857, -0.985128, -0.325796, 0.140094, -0.935003, 0.0101805, 0.403879, -0.914756, -0.276687, 0.33798, -0.899563
3039, 101.267, 0.985114, 1, -0.0266177, 0.182134, -0.982913, -0.319584, 0.143358, -0.936651, 0.0160064, 0.417611, -0.908485, -0.2731, 0.341405, -0.899366
3040, 101.3, 0.985057, 1, -0.0306292, 0.171161, -0.984767, -0.316436, 0.136076, -0.938803, 0.0138512, 0.407546, -0.91308, -0.268644, 0.336002, -0.902736
3041, 101.333, 0.984814, 1, -0.0144669, 0.180858, -0.983403, -0.31374, 0.133774, -0.940038, 0.0291678, 0.420278, -0.906927, -0.265415, 0.337403, -0.903169
3042, 101.367, 0.983562, 1, -0.023265, 0.176118, -0.984094, -0.332089, 0.13611, -0.933376, 0.0232544, 0.421835, -0.906375, -0.282222, 0.343634, -0.895693
3043, 101.4, 0.982488, 1, -0.0266146, 0.177309, -0.983795, -0.319341, 0.141367, -0.937036, 0.0253239, 0.405926, -0.913555, -0.264657, 0.335282, -0.904181
3044, 101.433, 0.981189, 1, -0.0329595, 0.18568, -0.982057, -0.330945, 0.141512, -0.932979, 0.0218788, 0.396701, -0.917687, -0.272817, 0.317858, -0.90804
3045, 101.467, 0.981253, 1, -0.0311027, 0.196753, -0.97996, -0.317301, 0.157462, -0.935161, 0.0194117, 0.396377, -0.917882, -0.263721, 0.324212, -0.908481
3046, 101.5, 0.981852, 1, -0.0560403, 0.185677, -0.981012, -0.301635, 0.152709, -0.941114, -0.00374613, 0.381802, -0.924236, -0.247005, 0.320785, -0.914377
3047, 101.533, 0.981409, 1, -0.0273308, 0.187429, -0.981898, -0.329479, 0.148653, -0.932387, 0.0187389, 0.389442, -0.92086, -0.280821, 0.316703, -0.906001
3048, 101.567, 0.982959, 1, -0.0264731, 0.188167, -0.98178, -0.323037, 0.151411, -0.934196, 0.0211137, 0.389561, -0.920759, -0.273248, 0.320836, -0.906863
3049, 101.6, 0.984043, 1, -0.0501585, 0.166153, -0.984823, -0.32786, 0.142954, -0.933848, 0.000858863, 0.363879, -0.931446, -0.276412, 0.310017, -0.909663
3050, 101.633, 0.98356, 1, -0.049436, 0.174613, -0.983395, -0.322117, 0.150531, -0.934655, 0.00585537, 0.372339, -0.928078, -0.266337, 0.318638, -0.909689
3051, 101.667, 0.984676, 1, -0.0557983, 0.172534, -0.983422, -0.325241, 0.153947, -0.933016, 0.00482589, 0.373589, -0.927582, -0.26493, 0.325397, -0.907705
3052, 101.7, 0.986202, 1, -0.0605902, 0.170786, -0.983443, -0.333206, 0.15219, -0.93049, -0.00047631, 0.37748, -0.926018, -0.273597, 0.328615, -0.903967
3053, 101.733, 0.985578, 1, -0.0679572, 0.176182, -0.982009, -0.325831, 0.147654, -0.933827, -0.0111147, 0.391046, -0.920304, -0.26838, 0.334854, -0.903241
3054, 101.767, 0.986802, 1, -0.0658872, 0.187935, -0.979969, -0.316937, 0.144326, -0.937401, -0.015964, 0.40398, -0.914629, -0.264842, 0.335517, -0.904039
3055, 101.8, 0.98625, 1, -0.0559968, 0.18425, -0.981283, -0.264994, 0.140421, -0.953971, -0.0161602, 0.408781, -0.912489, -0.222222, 0.346458, -0.911364
3056, 101.833, 0.986624, 1, -0.0553712, 0.17372, -0.983237, -0.336848, 0.148838, -0.929721, -0.023029, 0.405986, -0.913589, -0.303997, 0.351395, -0.885498
3057, 101.867, 0.985956, 1, -0.0734328, 0.180885, -0.980759, -0.365678, 0.153117, -0.918061, -0.0488067, 0.416996, -0.907597, -0.340387, 0.356244, -0.870188
3058, 101.9, 0.986414, 1, -0.0474277, 0.180618, -0.982409, -0.270235, 0.122009, -0.955032, -0.0232328, 0.424839, -0.904971, -0.242046, 0.347718, -0.905818
3059, 101.933, 0.986522, 1, -0.0565897, 0.177537, -0.982486, -0.304588, 0.128427, -0.943786, -0.0312605, 0.420995, -0.906524, -0.276324, 0.348628, -0.895602
3060, 101.967, 0.986214, 1, -0.0373968, 0.179017, -0.983135, -0.292769, 0.134728, -0.946644, -0.0112795, 0.427488, -0.903951, -0.26387, 0.359464, -0.895074
3061, 102, 0.988347, 1, -0.00600483, 0.168605, -0.985665, -0.323741, 0.129164, -0.937288, 0.0209457, 0.42165, -0.906517, -0.294519, 0.350756, -0.888948
3062, 102.033, 0.987147, 1, -0.0298041, 0.170514, -0.984904, -0.311795, 0.124489, -0.941959, -0.00380326, 0.419423, -0.907783, -0.282907, 0.345875, -0.894614
3063, 102.067, 0.987896, 1, 0.00584253, 0.178906, -0.983849, -0.330549, 0.132429, -0.934452, 0.0286912, 0.427371, -0.903621, -0.30454, 0.347122, -0.886996
3064, 102.1, 0.987744, 1, -0.0621452, 0.172439, -0.983058, -0.321493, 0.122092, -0.939008, -0.0365562, 0.415201, -0.908995, -0.292326, 0.336957, -0.894989
3065, 102.133, 0.987286, 1, -0.0502364, 0.168548, -0.984412, -0.328568, 0.127945, -0.935774, -0.0240435, 0.416407, -0.90886, -0.299581, 0.344314, -0.889775
3066, 102.167, 0.986362, 1, -0.0360556, 0.162436, -0.98606, -0.317543, 0.125286, -0.939931, -0.00693256, 0.409602, -0.912238, -0.285774, 0.340943, -0.895595
3067, 102.2, 0.985951, 1, -0.0481734, 0.171415, -0.98402, -0.329688, 0.131379, -0.934904, -0.0196339, 0.420564, -0.90705, -0.298197, 0.347468, -0.889013
3068, 102.233, 0.98721, 1, -0.062502, 0.161927, -0.984821, -0.304347, 0.129665, -0.943695, -0.0308369, 0.404117, -0.914188, -0.270224, 0.343289, -0.899517
3069, 102.267, 0.986898, 1, -0.0474515, 0.159363, -0.986079, -0.314035, 0.127984, -0.940746, -0.0148167, 0.400864, -0.916018, -0.279041, 0.337608, -0.898975
3070, 102.3, 0.986689, 1, -0.0621816, 0.175486, -0.982516, -0.301073, 0.120927, -0.945902, -0.0315777, 0.409617, -0.911711, -0.265613, 0.328464, -0.9064
3071, 102.333, 0.988041, 1, -0.0544922, 0.168156, -0.984253, -0.26672, 0.126634, -0.955418, -0.0234322, 0.412278, -0.910757, -0.231803, 0.347681, -0.908507
3072, 102.367, 0.985719, 1, -0.0539872, 0.166096, -0.984631, -0.337113, 0.12914, -0.932565, -0.0208709, 0.408174, -0.912665, -0.301195, 0.335726, -0.892507
3073, 102.4, 0.98672, 1, -0.0565826, 0.165517, -0.984582, -0.351428, 0.131874, -0.926881, -0.0239571, 0.412281, -0.910742, -0.316519, 0.34045, -0.885387
3074, 102.433, 0.987094, 1, -0.0371604, 0.169139, -0.984891, -0.312849, 0.107952, -0.943648, -0.0056787, 0.411538, -0.911375, -0.275571, 0.318872, -0.906852
3075, 102.467, 0.986845, 1, -0.0532413, 0.152081, -0.986933, -0.309907, 0.116652, -0.943583, -0.0170548, 0.389879, -0.920708, -0.270701, 0.322911, -0.90689
3076, 102.5, 0.98657, 1, -0.0671088, 0.162848, -0.984366, -0.348331, 0.126138, -0.928846, -0.033482, 0.401213, -0.915373, -0.311921, 0.327483, -0.891886
3077, 102.533, 0.986467, 1, -0.0604981, 0.163842, -0.98463, -0.357404, 0.123457, -0.925754, -0.0297135, 0.401789, -0.91525, -0.323524, 0.322646, -0.889512
3078, 102.567, 0.985898, 1, -0.0575008, 0.142271, -0.988156, -0.357641, 0.128456, -0.924982, -0.0236893, 0.38443, -0.92285, -0.323617, 0.329446, -0.886982
3079, 102.6, 0.985819, 1, -0.051013, 0.161864, -0.985494, -0.364024, 0.124194, -0.923072, -0.0191796, 0.402531, -0.915205, -0.329502, 0.323868, -0.88687
3080, 102.633, 0.986846, 1, -0.0462155, 0.173959, -0.983668, -0.328056, 0.103647, -0.938955, -0.0189002, 0.415033, -0.90961, -0.294155, 0.312209, -0.903326
3081, 102.667, 0.987212, 1, -0.0368514, 0.167624, -0.985162, -0.335695, 0.11154, -0.935344, -0.00601892, 0.411208, -0.911522, -0.299882, 0.319449, -0.898901
3082, 102.7, 0.987312, 1, 0.0124623, 0.162421, -0.986643, -0.325593, 0.110047, -0.939084, 0.0419201, 0.411971, -0.910232, -0.291232, 0.321348, -0.901066
3083, 102.733, 0.987762, 1, 0.0308765, 0.166851, -0.985498, -0.303952, 0.115167, -0.945701, 0.0614595, 0.417619, -0.906541, -0.268224, 0.330031, -0.905061
3084, 102.767, 0.987036, 1, -0.00404975, 0.157694, -0.98748, -0.309895, 0.120479, -0.943107, 0.0269421, 0.407981, -0.912593, -0.275561, 0.335534, -0.900823
3085, 102.8, 0.986882, 1, -0.0301172, 0.166043, -0.985658, -0.341386, 0.133447, -0.930402, 0.00080753, 0.417996, -0.908449, -0.308105, 0.346806, -0.885887
3086, 102.833, 0.986206, 1, -0.0346276, 0.16474, -0.985729, -0.34513, 0.127985, -0.929788, -0.00228107, 0.41427, -0.910151, -0.310127, 0.339185, -0.88813
3087, 102.867, 0.986633, 1, -0.0330103, 0.153116, -0.987657, -0.345967, 0.118161, -0.930777, 0.00128839, 0.404218, -0.914662, -0.309297, 0.330705, -0.89161
3088, 102.9, 0.985655, 1, -0.0174297, 0.166325, -0.985917, -0.369725, 0.124251, -0.920796, 0.0131335, 0.416338, -0.909115, -0.336164, 0.330464, -0.881922
3089, 102.933, 0.986167, 1, -0.0483654, 0.154594, -0.986794, -0.347134, 0.110993, -0.931224, -0.0186487, 0.406146, -0.913618, -0.314131, 0.325751, -0.891744
3090, 102.967, 0.987456, 1, 0.0241778, 0.147731, -0.988732, -0.34777, 0.123518, -0.929408, 0.0532518, 0.402066, -0.914061, -0.317056, 0.334067, -0.887623
3091, 103, 0.986632, 1, -0.0112487, 0.159889, -0.987071, -0.333082, 0.1116, -0.93627, 0.0168234, 0.413365, -0.91041, -0.301145, 0.328803, -0.895098
3092, 103.033, 0.987061, 1, 0.0612303, 0.165027, -0.984387, -0.364544, 0.123979, -0.922896, 0.0881408, 0.420316, -0.903087, -0.334211, 0.33121, -0.882385
3093, 103.067, 0.98687, 1, -0.0440537, 0.162478, -0.985728, -0.345148, 0.125471, -0.930124, -0.017415, 0.409737, -0.912038, -0.315772, 0.335565, -0.887516
3094, 103.1, 0.987329, 1, -0.00380413, 0.162139, -0.98676, -0.348564, 0.120988, -0.929443, 0.020998, 0.412979, -0.910498, -0.320483, 0.331126, -0.887494
3095, 103.133, 0.98672, 1, -0.0195495, 0.170432, -0.985176, -0.368377, 0.121469, -0.921707, 0.00530836, 0.422468, -0.906362, -0.339719, 0.33088, -0.880403
3096, 103.167, 0.98744, 1, -0.046337, 0.156471, -0.986595, -0.372623, 0.124527, -0.91959, -0.0170617, 0.407447, -0.913069, -0.34149, 0.332918, -0.878948
3097, 103.2, 0.987205, 1, -0.013639, 0.161255, -0.986818, -0.359922, 0.125256, -0.924536, 0.0143419, 0.414574, -0.909902, -0.32953, 0.336703, -0.882066
3098, 103.233, 0.987238, 1, -0.0125997, 0.162138, -0.986688, -0.359732, 0.124959, -0.92465, 0.0142174, 0.415381, -0.909536, -0.330402, 0.336656, -0.881758
3099, 103.267, 0.986531, 1, -0.0268472, 0.168363, -0.985359, -0.350894, 0.120327, -0.928652, -0.00375766, 0.421355, -0.906888, -0.324032, 0.334958, -0.884764
3100, 103.3, 0.986972, 1, -0.0274433, 0.157206, -0.987184, -0.347567, 0.11838, -0.930152, -0.00425517, 0.40912, -0.912471, -0.321562, 0.332385, -0.886633
3101, 103.333, 0.985084, 1, 0.00200967, 0.163798, -0.986492, -0.345408, 0.124221, -0.930195, 0.0241414, 0.417476, -0.908367, -0.320225, 0.338118, -0.884947
3102, 103.367, 0.985727, 1, -0.0243793, 0.145496, -0.989058, -0.334367, 0.12865, -0.933621, -0.00210379, 0.396951, -0.917837, -0.311146, 0.342556, -0.886478
3103, 103.4, 0.985428, 1, -0.0533845, 0.158658, -0.985889, -0.330939, 0.12335, -0.935556, -0.0314653, 0.406084, -0.913294, -0.30646, 0.33792, -0.889883
3104, 103.433, 0.985517, 1, -0.0521724, 0.164585, -0.984982, -0.331092, 0.123403, -0.935494, -0.0308206, 0.412329, -0.910513, -0.306614, 0.338564, -0.889586
3105, 103.467, 0.986501, 1, -0.0467543, 0.162524, -0.985596, -0.350697, 0.124748, -0.928143, -0.0240919, 0.410904, -0.91136, -0.325422, 0.33645, -0.883686
3106, 103.5, 0.986863, 1, -0.0601717, 0.158257, -0.985563, -0.332276, 0.11784, -0.935792, -0.0382078, 0.406772, -0.91273, -0.307338, 0.334346, -0.89093
3107, 103.533, 0.986412, 1, -0.00474534, 0.153223, -0.98818, -0.350625, 0.114115, -0.929538, 0.0170052, 0.405611, -0.913887, -0.325938, 0.326347, -0.887278
